"loc_id";"int_type";"int_val";"valid_since";"date_type_since";"valid_until";"date_type_until"
"17393";"600700000";"7771";;;"3000-01-01";"300500000"
"17442";"600700000";"2227";;;"3000-01-01";"300500000"
"17616";"600700000";"1047";;;"3000-01-01";"300500000"
"17902";"600700000";"735";;;"3000-01-01";"300500000"
"18079";"600700000";"9331";;;"3000-01-01";"300500000"
"18215";"600700000";"1111";;;"3000-01-01";"300500000"
"19000";"600700000";"464";;;"3000-01-01";"300500000"
"19130";"600700000";"1587";;;"3000-01-01";"300500000"
"19184";"600700000";"1060";;;"3000-01-01";"300500000"
"20144";"600700000";"5043";;;"3000-01-01";"300500000"
"20568";"600700000";"10877";;;"3000-01-01";"300500000"
"20594";"600700000";"417";;;"3000-01-01";"300500000"
"21485";"600700000";"1158";;;"3000-01-01";"300500000"
"21570";"600700000";"16615";;;"3000-01-01";"300500000"
"22142";"600700000";"9919";;;"3000-01-01";"300500000"
"22819";"600700000";"15862";;;"3000-01-01";"300500000"
"23109";"600700000";"1042";;;"3000-01-01";"300500000"
"23627";"600700000";"2502";;;"3000-01-01";"300500000"
"23922";"600700000";"2557";;;"3000-01-01";"300500000"
"24261";"600700000";"1591";;;"3000-01-01";"300500000"
"24617";"600700000";"16510";;;"3000-01-01";"300500000"
"24750";"600700000";"5372";;;"3000-01-01";"300500000"
"24992";"600700000";"9050";;;"3000-01-01";"300500000"
"25671";"600700000";"2347";;;"3000-01-01";"300500000"
"23621";"600700000";"11952";;;"3000-01-01";"300500000"
"16452";"600700000";"12909";;;"3000-01-01";"300500000"
"485";"600700000";"298799";;;"3000-01-01";"300500000"
"13710";"600700000";"5807";;;"3000-01-01";"300500000"
"14109";"600700000";"9475";;;"3000-01-01";"300500000"
"14442";"600700000";"583";;;"3000-01-01";"300500000"
"14498";"600700000";"713";;;"3000-01-01";"300500000"
"14692";"600700000";"4077";;;"3000-01-01";"300500000"
"14727";"600700000";"634";;;"3000-01-01";"300500000"
"14731";"600700000";"1259";;;"3000-01-01";"300500000"
"14807";"600700000";"2148";;;"3000-01-01";"300500000"
"14851";"600700000";"1626";;;"3000-01-01";"300500000"
"15164";"600700000";"363";;;"3000-01-01";"300500000"
"16118";"600700000";"4251";;;"3000-01-01";"300500000"
"16120";"600700000";"1326";;;"3000-01-01";"300500000"
"16141";"600700000";"48317";;;"3000-01-01";"300500000"
"17538";"600700000";"707";;;"3000-01-01";"300500000"
"17542";"600700000";"435";;;"3000-01-01";"300500000"
"17828";"600700000";"16250";;;"3000-01-01";"300500000"
"17936";"600700000";"1103";;;"3000-01-01";"300500000"
"17940";"600700000";"1711";;;"3000-01-01";"300500000"
"17948";"600700000";"3410";;;"3000-01-01";"300500000"
"18036";"600700000";"720";;;"3000-01-01";"300500000"
"18064";"600700000";"2282";;;"3000-01-01";"300500000"
"18121";"600700000";"2746";;;"3000-01-01";"300500000"
"18129";"600700000";"1399";;;"3000-01-01";"300500000"
"18152";"600700000";"1653";;;"3000-01-01";"300500000"
"18288";"600700000";"1338";;;"3000-01-01";"300500000"
"18594";"600700000";"3089";;;"3000-01-01";"300500000"
"19402";"600700000";"3034";;;"3000-01-01";"300500000"
"19404";"600700000";"2718";;;"3000-01-01";"300500000"
"19510";"600700000";"2620";;;"3000-01-01";"300500000"
"19806";"600700000";"2102";;;"3000-01-01";"300500000"
"24144";"600700000";"978";;;"3000-01-01";"300500000"
"19899";"600700000";"504";;;"3000-01-01";"300500000"
"20515";"600700000";"814";;;"3000-01-01";"300500000"
"21084";"600700000";"4014";;;"3000-01-01";"300500000"
"21393";"600700000";"518";;;"3000-01-01";"300500000"
"22219";"600700000";"443";;;"3000-01-01";"300500000"
"22460";"600700000";"41289";;;"3000-01-01";"300500000"
"22642";"600700000";"2209";;;"3000-01-01";"300500000"
"22712";"600700000";"20281";;;"3000-01-01";"300500000"
"22721";"600700000";"508";;;"3000-01-01";"300500000"
"22978";"600700000";"13702";;;"3000-01-01";"300500000"
"23659";"600700000";"17802";;;"3000-01-01";"300500000"
"24145";"600700000";"920";;;"3000-01-01";"300500000"
"24147";"600700000";"862";;;"3000-01-01";"300500000"
"24813";"600700000";"2127";;;"3000-01-01";"300500000"
"25031";"600700000";"12876";;;"3000-01-01";"300500000"
"25191";"600700000";"17871";;;"3000-01-01";"300500000"
"25758";"600700000";"31875";;;"3000-01-01";"300500000"
"26035";"600700000";"1310";;;"3000-01-01";"300500000"
"489";"600700000";"135758";;;"3000-01-01";"300500000"
"13760";"600700000";"3172";;;"3000-01-01";"300500000"
"14108";"600700000";"187";;;"3000-01-01";"300500000"
"14119";"600700000";"638";;;"3000-01-01";"300500000"
"14218";"600700000";"604";;;"3000-01-01";"300500000"
